date,RampType,PhotoTime,ImageId,FragmentId,Origin,Color,PhotoType,AvgRedChannel,AvgRedChannel_reanalysis
20170724,coldskeleton,AfterAirbrush,IMG_5369.jpg,TWK1,va,white,skeleton,210.05,203.15
20170724,coldskeleton,AfterAirbrush,IMG_5370.jpg,TWJ2,va,white,skeleton,182.5,189.1
20170724,coldskeleton,AfterAirbrush,IMG_5371.jpg,WWJ3,ri,white,skeleton,98,124.95
20170724,coldskeleton,AfterAirbrush,IMG_5372.jpg,WBI1,ri,brown,skeleton,147.05,155.05
20170724,coldskeleton,AfterAirbrush,IMG_5373.jpg,TBI3,va,brown,skeleton,154.1,177.9
20170724,coldskeleton,AfterAirbrush,IMG_5374.jpg,WBK3,ri,brown,skeleton,127.2,145.5
20170725,coldskeleton,AfterAirbrush,IMG_5405.jpg,TBF1,va,brown,skeleton,122.05,140.75
20170725,coldskeleton,AfterAirbrush,IMG_5406.jpg,TBL6,va,brown,skeleton,131.55,142.85
20170725,coldskeleton,AfterAirbrush,IMG_5408.jpg,TWI5,va,white,skeleton,147.55,163.55
20170725,coldskeleton,AfterAirbrush,IMG_5409.jpg,TWM3,va,white,skeleton,162.25,183.3
20170725,coldskeleton,AfterAirbrush,IMG_5411.jpg,WBC3,ri,brown,skeleton,86.7,102.15
20170725,coldskeleton,AfterAirbrush,IMG_5412.jpg,WBO4,ri,brown,skeleton,80.1,85.35
20170725,coldskeleton,AfterAirbrush,IMG_5413.jpg,WWE1,ri,white,skeleton,89.9,104.4
20170725,coldskeleton,AfterAirbrush,IMG_5414.jpg,WWK3,ri,white,skeleton,147.25,160.4
20170726,coldskeleton,AfterAirbrush,IMG_5423.jpg,TBM3,va,brown,skeleton,118.15,141.5
20170726,coldskeleton,AfterAirbrush,IMG_5424.jpg,TBG3,va,brown,skeleton,160.5,175.35
20170726,coldskeleton,AfterAirbrush,IMG_5425.jpg,TWL3,va,white,skeleton,141.75,148.4
20170726,coldskeleton,AfterAirbrush,IMG_5426.jpg,TWH4,va,white,skeleton,138.5,173.15
20170726,coldskeleton,AfterAirbrush,IMG_5427.jpg,WBJ2,ri,brown,skeleton,135,155.3
20170726,coldskeleton,AfterAirbrush,IMG_5428.jpg,WBB1,ri,brown,skeleton,152.95,170.45
20170726,coldskeleton,AfterAirbrush,IMG_5429.jpg,WWB2,ri,white,skeleton,125.25,156.25
20170726,coldskeleton,AfterAirbrush,IMG_5430.jpg,WWH1,ri,white,skeleton,139.15,155.25
20170707,heat,AfterRamp,IMG_5072.jpg,WBG1,ri,brown,holobiont,117.05,117.05
20170707,heat,AfterRamp,IMG_5074.jpg,WBF1,ri,brown,holobiont,118,118
20170707,heat,AfterRamp,IMG_5075.jpg,WWI2,ri,white,holobiont,164.25,164.25
20170707,heat,AfterRamp,IMG_5076.jpg,WWC3,ri,white,holobiont,160.45,160.45
20170707,heat,AfterRamp,IMG_5077.jpg,TWD1,va,white,holobiont,202.45,202.45
20170707,heat,AfterRamp,IMG_5078.jpg,TWA5,va,white,holobiont,192.1,192.1
20170707,heat,AfterRamp,IMG_5080.jpg,TBO7,va,brown,holobiont,148.85,148.85
20170707,heat,AfterRamp,IMG_5083.jpg,TBE1,va,brown,holobiont,148.3,148.3
20170708,heat,AfterRamp,"
IMG_5084.jpg",TBI2,va,brown,holobiont,137.35,137.35
20170708,heat,AfterRamp,IMG_5085.jpg,TBN2,va,brown,holobiont,175.5,175.5
20170708,heat,AfterRamp,IMG_5086.jpg,TWK5,va,white,holobiont,212.1,212.1
20170708,heat,AfterRamp,IMG_5087.jpg,WWD4,ri,white,holobiont,195.3,195.3
20170708,heat,AfterRamp,IMG_5088.jpg,WBK4,ri,brown,holobiont,176.4,176.4
20170708,heat,AfterRamp,IMG_5089.jpg,TWJ4,va,white,holobiont,198.85,198.85
20170708,heat,AfterRamp,IMG_5090.jpg,WBI4,ri,brown,holobiont,149.6,149.6
20170708,heat,AfterRamp,IMG_5091.jpg,WWJ5,ri,white,holobiont,208.6,208.6
20170710,heat,AfterRamp,IMG_5114.jpg,TBL4,va,brown,holobiont,135.35,135.35
20170710,heat,AfterRamp,IMG_5116.jpg,TBF2,va,brown,holobiont,119.4,119.4
20170710,heat,AfterRamp,IMG_5117.jpg,TWM1,va,white,holobiont,177,177
20170710,heat,AfterRamp,IMG_5118.jpg,TWI1,va,white,holobiont,175.65,175.65
20170710,heat,AfterRamp,IMG_5119.jpg,WWE2,ri,white,holobiont,121.05,121.05
20170710,heat,AfterRamp,IMG_5120.jpg,WBC2,ri,brown,holobiont,133.55,133.55
20170710,heat,AfterRamp,IMG_5121.jpg,WBO1,ri,brown,holobiont,138.4,138.4
20170710,heat,AfterRamp,IMG_5123.jpg,WWK4,ri,white,holobiont,169.45,169.45
20170711,heat,AfterRamp,IMG_5135.jpg,TWH2,va,white,holobiont,213.35,213.35
20170711,heat,AfterRamp,IMG_5136.jpg,WWF3,ri,white,holobiont,185.15,185.15
20170711,heat,AfterRamp,IMG_5137.jpg,TBG2,va,brown,holobiont,152.4,152.4
20170711,heat,AfterRamp,IMG_5139.jpg,WBN3,ri,brown,holobiont,143.5,143.5
20170711,heat,AfterRamp,IMG_5138.jpg,WWB1,ri,white,holobiont,182.85,182.85
20170711,heat,AfterRamp,IMG_5140.jpg,WBP2,ri,brown,holobiont,162.85,162.85
20170711,heat,AfterRamp,IMG_5141.jpg,TWL1,va,white,holobiont,202.65,202.65
20170711,heat,AfterRamp,IMG_5142.jpg,TBM1,va,brown,holobiont,158.75,158.75
20170712,cold,AfterRamp,IMG_5153.jpg,TBO3,va,brown,holobiont,135.6,135.6
20170712,cold,AfterRamp,IMG_5155.jpg,TBE3,va,brown,holobiont,161.5,161.5
20170712,cold,AfterRamp,IMG_5157.jpg,TWD6,va,white,holobiont,221.5,221.5
20170712,cold,AfterRamp,IMG_5158.jpg,TWA2,va,white,holobiont,213.55,213.55
20170712,cold,AfterRamp,IMG_5161.jpg,WBF5,ri,brown,holobiont,164.55,164.55
20170712,cold,AfterRamp,IMG_5163.jpg,WBG4,ri,brown,holobiont,132.65,132.65
20170712,cold,AfterRamp,IMG_5164.jpg,WWI3,ri,white,holobiont,189.15,189.15
20170712,cold,AfterRamp,IMG_5166.jpg,WWC1,ri,white,holobiont,191.3,191.3
20170713,cold,AfterRamp,IMG_5179.jpg,TWJ3,va,white,holobiont,208.3,208.3
20170713,cold,AfterRamp,IMG_5180.jpg,TWK4,va,white,holobiont,212.3,212.3
20170713,cold,AfterRamp,IMG_5182.jpg,TBI4,va,brown,holobiont,176.8,176.8
20170713,cold,AfterRamp,IMG_5184.jpg,TBN1,va,brown,holobiont,184.65,184.65
20170713,cold,AfterRamp,IMG_5187.jpg,WBI2,ri,brown,holobiont,173.95,173.95
20170713,cold,AfterRamp,IMG_5189.jpg,WBK2,ri,brown,holobiont,144.9,144.9
20170713,cold,AfterRamp,IMG_5190.jpg,WWD3,ri,white,holobiont,160.85,160.85
20170713,cold,AfterRamp,IMG_5192.jpg,WWJ2,ri,white,holobiont,196.9,196.9
20170714,cold,AfterRamp,IMG_5194.jpg,TBL2,va,brown,holobiont,159.55,159.55
20170714,cold,AfterRamp,IMG_5195.jpg,TBF7,va,brown,holobiont,154,154
20170714,cold,AfterRamp,IMG_5196.jpg,TWM2,va,white,holobiont,186.35,186.35
20170714,cold,AfterRamp,IMG_5197.jpg,TWI2,va,white,holobiont,170.4,170.4
20170714,cold,AfterRamp,IMG_5199.jpg,WBC3,ri,brown,holobiont,134.05,134.05
20170714,cold,AfterRamp,IMG_5200.jpg,WBO2,ri,brown,holobiont,90.5,90.5
20170714,cold,AfterRamp,IMG_5201.jpg,WWK2,ri,white,holobiont,187.8,187.8
20170714,cold,AfterRamp,IMG_5202.jpg,WWE4,ri,white,holobiont,157.1,157.1
20170716,cold,AfterRamp,IMG_5231.jpg,WBP1,ri,brown,holobiont,114.1,114.1
20170716,cold,AfterRamp,IMG_5232.jpg,TWL4,va,white,holobiont,164,164
20170716,cold,AfterRamp,IMG_5233.jpg,TBG4,va,brown,holobiont,165.65,165.65
20170716,cold,AfterRamp,IMG_5235.jpg,TWH1,va,white,holobiont,188.2,188.2
20170716,cold,AfterRamp,IMG_5236.jpg,WWB3,ri,white,holobiont,160.45,160.45
20170716,cold,AfterRamp,IMG_5237.jpg,TBM2,va,brown,holobiont,130.9,130.9
20170716,cold,AfterRamp,IMG_5238.jpg,WWF1,ri,white,holobiont,136.55,136.55
20170716,cold,AfterRamp,IMG_5239.jpg,WBN2,ri,brown,holobiont,124.15,124.15
